Year,County,Region,Type of Forest,Clear-cut Areal,3-10 years  Areal,11 - 20 years  Areal,21 - 30 years  Areal,31 - 40 years  Areal,41 - 60 years  Areal,61 - 80 years  Areal,81 - 100 years  Areal,101 - 120 years  Areal,121 - 140 years  Areal,141+ years  Areal,Yearly growth,Average Age,Clear-cut Percent,3-10 years  Percent,11 - 20 years  Percent,21 - 30 years  Percent,31 - 40 years  Percent,41 - 60 years  Percent,61 - 80 years  Percent,81 - 100 years  Percent,101 - 120 years  Percent,121 - 140 years  Percent,141+ years  Percent,Old Forest 100 120 140*
2011,14 Västra Götalands län,Götaland,Protected,0.1,0.8,0.6,1.8,0.4,4.1,6.5,8.3,5.9,4.6,1.8,7.66,85.8,0.3,2.3,1.7,5.2,1.1,11.7,18.6,23.8,16.9,13.2,5.2,35.3
2011,17 Värmlands län,Svealand,Protected,0.9,1.8,1.2,0.9,1.6,7.2,4.1,5.5,3.6,4.4,7.8,6.7,86.6,2.3,4.6,3.1,2.3,4.1,18.4,10.5,14.1,9.2,11.3,19.9,31.2
2011,18 Örebro län,Svealand,Protected,1.2,0,2.6,0.7,3.6,2.3,3.5,4.8,5.4,6.6,4.1,6.74,87.7,3.5,0,7.5,2,10.4,6.6,10.1,13.8,15.6,19,11.8,30.8
2011,19 Västmanlands län,Svealand,Protected,0,0.6,4,1,1.2,3.3,1.1,6,2.7,3,0.5,6.42,72.2,0,2.6,17.2,4.3,5.2,14.2,4.7,25.9,11.6,12.9,2.2,15.1
2011,20 Dalarnas län,Svealand,Protected,2.2,3.8,4.6,3.2,1.1,7.2,5.2,8.6,14.8,16.1,36.5,4.69,105.7,2.1,3.7,4.5,3.1,1.1,7,5,8.3,14.4,15.6,35.4,35.4
2011,21 Gävleborgs län,Södra Norrland,Protected,0.3,1,2.7,4.2,1,3.4,1.3,7.8,3.4,5.1,2.8,6.01,78.2,0.9,3,8.1,12.6,3,10.2,3.9,23.4,10.2,15.3,8.4,23.7
2011,22 Västernorrlands län,Södra Norrland,Protected,0.9,0,0,1,1.4,2,1,1.4,1.3,8.6,12.1,5.92,115.3,3,0,0,3.3,4.7,6.7,3.3,4.7,4.3,28.8,40.5,69.3
2011,23 Jämtlands län,Södra Norrland,Protected,0,0,1,0,0,0.4,2.1,4.7,4.7,14.5,92.1,4.23,140.8,0,0,0.8,0,0,0.3,1.8,3.9,3.9,12.1,77.1,77.1
2011,24 Västerbottens län,Norra Norrland,Protected,0.5,1.1,1.1,1.4,0,8.3,6.7,23.1,31.2,21.6,92,3.73,123.3,0.3,0.6,0.6,0.7,0,4.4,3.6,12.4,16.7,11.6,49.2,49.2
2011,25 Norrbottens län,Norra Norrland,Protected,2.4,2.4,0.4,3.3,2.5,13.9,37.8,28.3,67.6,76.5,329.1,2.93,129,0.4,0.4,0.1,0.6,0.4,2.5,6.7,5,12,13.6,58.3,58.3
2012,01 Stockholms län,Svealand,Protected,0,0.9,0,0,0.6,2.5,1.3,1.4,0.5,2.3,0.8,7.11,80.1,0,8.6,0,0,5.7,23.8,12.4,13.3,4.8,21.9,7.6,34.3
2012,03 Uppsala län,Svealand,Protected,0,0.7,0.6,0.8,1.6,4.5,2.9,1.5,3.4,2.8,2.3,6.66,82.6,0,3.3,2.9,3.8,7.6,21.4,13.8,7.1,16.2,13.3,11,24.3
2012,04 Södermanlands län,Svealand,Protected,1.4,0.5,0,0,2.2,0.6,1,2.9,0,1.8,0,7.72,64.9,13.5,4.8,0,0,21.2,5.8,9.6,27.9,0,17.3,0,17.3
2012,05 Östergötlands län,Svealand,Protected,0,0.5,0,0.7,0,1.4,3.6,1.1,0.5,0.6,0.6,7.96,71.4,0,5.4,0,7.5,0,15.1,38.7,11.8,5.4,6.5,6.5,18.4
2012,06 Jönköpings län,Götaland,Protected,0,0.6,1.7,0,2,1.7,0.1,1.9,0.7,1.6,0,7.15,62.2,0,5.8,16.3,0,19.2,16.3,1,18.3,6.7,15.4,0,22.1
2012,07 Kronobergs län,Götaland,Protected,1.5,2,0,2.3,0,0,3.2,3.6,0.8,0.9,0,6.36,58.6,10.7,14.3,0,16.4,0,0,22.9,25.7,5.7,6.4,0,6.4
2012,08 Kalmar län,Götaland,Protected,0.8,0,0.8,1.2,2.1,1.7,3.6,2.9,3.9,2.9,0,7.22,76.4,4,0,4,6,10.6,8.5,18.1,14.6,19.6,14.6,0,34.2
2012,09 Gotlands län,Götaland,Protected,0,0,0.4,0.6,0,1.1,1.4,2.6,1,3.4,5.2,4.17,110.1,0,0,2.5,3.8,0,7,8.9,16.5,6.3,21.5,32.9,32.9
2012,10 Blekinge län,Götaland,Protected,0.4,0,1.1,0.2,2,0,3.8,3.7,2.5,0,0.7,8.34,74.9,2.8,0,7.7,1.4,14,0,26.6,25.9,17.5,0,4.9,22.4
2012,12 Skåne län,Götaland,Protected,0.7,0,1.5,0.5,1.7,3.1,3.1,1.5,2.4,1.4,0.7,8.24,69,4.2,0,9,3,10.2,18.6,18.6,9,14.4,8.4,4.2,27
2012,13 Hallands län,Götaland,Protected,0,0.5,0.8,0,0.4,0,3.4,2.1,0,1.6,0.4,8.3,79.5,0,5.5,8.8,0,4.4,0,37.4,23.1,0,17.6,4.4,22
2012,14 Västra Götalands län,Götaland,Protected,0,1.5,0.6,2.6,0,4.7,3.4,8,5.4,4.7,1.2,7.66,82.6,0,4.7,1.9,8.1,0,14.6,10.6,24.8,16.8,14.6,3.7,35.1
2012,17 Värmlands län,Svealand,Protected,0,1.8,1.2,1.8,1.5,7.3,3.6,5.3,3.6,3.6,8.7,6.7,88,0,4.7,3.1,4.7,3.9,19,9.4,13.8,9.4,9.4,22.6,32
2012,18 Örebro län,Svealand,Protected,1.1,0,1.7,1.3,3.6,1.6,3.2,6.2,4.6,7.2,4.1,6.74,89.4,3.2,0,4.9,3.7,10.4,4.6,9.2,17.9,13.3,20.7,11.8,32.5
2012,19 Västmanlands län,Svealand,Protected,0,0.5,2.8,0.8,1.9,3.1,1.1,5.8,2.5,3,0.5,6.42,72.9,0,2.2,12.6,3.6,8.5,13.9,4.9,26,11.2,13.5,2.2,15.7
2012,20 Dalarnas län,Svealand,Protected,2.3,3.8,3.3,3.2,1.1,7.6,4.4,5.5,10.4,18.6,39.7,4.69,109.1,2.3,3.8,3.3,3.2,1.1,7.6,4.4,5.5,10.4,18.6,39.8,39.8
2012,21 Gävleborgs län,Södra Norrland,Protected,0.3,1,2.3,3.5,1.1,2.6,2.3,7.6,4.1,4.3,2,6.01,78.3,1,3.2,7.3,11.2,3.5,8.3,7.3,24.3,13.1,13.7,6.4,20.1
2012,22 Västernorrlands län,Södra Norrland,Protected,0.8,0,0,1,1.4,2,1.1,2.1,2.5,8,14,5.92,116.8,2.4,0,0,3,4.2,6.1,3.3,6.4,7.6,24.2,42.4,66.6
2012,23 Jämtlands län,Södra Norrland,Protected,0,0,1.2,0,0,0.5,2.3,4.1,5.8,13.4,92,4.23,140.4,0,0,1,0,0,0.4,1.9,3.4,4.9,11.2,77.1,77.1
2012,24 Västerbottens län,Norra Norrland,Protected,0.6,1.3,1,1,0.8,5.7,5.5,22.4,23.7,16.8,94,3.73,125.4,0.3,0.8,0.6,0.6,0.5,3.3,3.2,13,13.7,9.7,54.4,54.4
2012,25 Norrbottens län,Norra Norrland,Protected,2.5,1.2,0.5,3.3,0,11.2,33.7,36.7,67,83.6,345.3,2.93,130.5,0.4,0.2,0.1,0.6,0,1.9,5.8,6.3,11.5,14.3,59,59
2013,01 Stockholms län,Svealand,Protected,0,0.9,0,0,0.7,2.4,1.3,2,1.6,2.4,0.8,7.11,83.6,0,7.3,0,0,5.7,19.5,10.6,16.3,13,19.5,6.5,39
2013,03 Uppsala län,Svealand,Protected,0,0.6,0.7,0.9,1.5,3.6,3.9,2.1,4.2,2.4,2.8,6.66,84,0,2.6,3.1,3.9,6.6,15.7,17,9.2,18.3,10.5,12.2,22.7
2013,04 Södermanlands län,Svealand,Protected,1.4,0.5,0,0,1.3,1.4,0.9,2,0.8,1.8,0,7.72,68.3,14,5,0,0,13,14,9,20,8,18,0,26
2013,05 Östergötlands län,Svealand,Protected,0,0.5,0,0,0.6,1.2,3.8,1.8,0,0.6,0.6,7.96,73.9,0,5.4,0,0,6.5,13,41.3,19.6,0,6.5,6.5,13
2013,06 Jönköpings län,Götaland,Protected,0,0.6,1.8,0,1.9,1.7,0.1,1.4,0.7,2.3,0,7.15,65.8,0,5.7,17.1,0,18.1,16.2,1,13.3,6.7,21.9,0,28.6
2013,07 Kronobergs län,Götaland,Protected,0.6,0.4,1.3,1.4,0.6,1.5,4.5,3.5,0.7,1.3,0,6.36,64.7,3.8,2.5,8.2,8.8,3.8,9.4,28.3,22,4.4,8.2,0,8.2
2013,08 Kalmar län,Götaland,Protected,0.7,0.7,0.6,0.3,1.4,1.7,2.7,3.4,2.7,2.6,0,7.22,76.9,4.2,4.2,3.6,1.8,8.4,10.2,16.2,20.4,16.2,15.6,0,31.8
2013,09 Gotlands län,Götaland,Protected,0,0,0.4,0.6,0,1.1,1.5,2.6,1.1,1.3,2,4.17,93.9,0,0,3.7,5.6,0,10.3,14,24.3,10.3,12.1,18.7,18.7
2013,10 Blekinge län,Götaland,Protected,0,0.6,1.2,0.1,2.6,0,3.8,3.3,2.6,0,0.7,8.34,71.2,0,4,8,0.7,17.3,0,25.3,22,17.3,0,4.7,22
2013,12 Skåne län,Götaland,Protected,1.4,0,2.1,0.8,1.2,2.8,2.6,2.6,2.6,1.3,0.8,8.24,67.7,7.7,0,11.6,4.4,6.6,15.5,14.4,14.4,14.4,7.2,4.4,26
2013,13 Hallands län,Götaland,Protected,0,0.4,0.9,0,0.6,0,3.5,2,0,1.6,0.4,8.3,78.4,0,4.3,9.7,0,6.5,0,37.6,21.5,0,17.2,4.3,21.5
2013,14 Västra Götalands län,Götaland,Protected,0,0.7,0.5,1.8,0,4.9,3.2,7.8,6.9,4.6,2.3,7.66,89.3,0,2.1,1.5,5.5,0,14.9,9.8,23.8,21,14,7,42
2013,17 Värmlands län,Svealand,Protected,0.5,1.8,1.3,1.8,1.5,6.4,3.6,4.5,2.7,3.5,10.5,6.7,90,1.3,4.7,3.4,4.7,3.9,16.8,9.4,11.8,7.1,9.2,27.6,36.8
2013,18 Örebro län,Svealand,Protected,1.2,0,1.7,0.6,1.5,2.2,3.3,3.6,3.1,6.1,4.3,6.74,92.6,4.4,0,6.2,2.2,5.5,8,12,13.1,11.3,22.3,15.7,38
2013,19 Västmanlands län,Svealand,Protected,0,0.5,2.8,0.8,1.6,1.9,1.5,5.7,3.1,3,0.5,6.42,76.6,0,2.3,13.1,3.7,7.5,8.9,7,26.6,14.5,14,2.3,16.3
2013,20 Dalarnas län,Svealand,Protected,2.2,3.8,3.3,2.7,0.4,7,4.5,6.4,7.4,20.2,41.3,4.69,111,2.2,3.8,3.3,2.7,0.4,7,4.5,6.4,7.5,20.3,41.6,41.6
2013,21 Gävleborgs län,Södra Norrland,Protected,0.4,0,3.4,2.7,1.9,2.7,2.1,4.7,5.1,3.5,2.1,6.01,77.4,1.4,0,11.8,9.4,6.6,9.4,7.3,16.4,17.8,12.2,7.3,19.5
2013,22 Västernorrlands län,Södra Norrland,Protected,0.8,0,0,1,1.4,2.1,1.1,2,1.1,5.4,10.1,5.92,111,3.2,0,0,4,5.6,8.4,4.4,8,4.4,21.6,40.4,62
2013,23 Jämtlands län,Södra Norrland,Protected,0,0,1.2,0.7,0,1.1,1.1,4.1,5.8,15.7,85.9,4.23,139.2,0,0,1,0.6,0,1,1,3.5,5,13.6,74.2,74.2
2013,24 Västerbottens län,Norra Norrland,Protected,0,1.8,1.1,1.1,0.8,5.7,3.7,23.4,21.2,17.6,114.9,3.73,128.6,0,0.9,0.6,0.6,0.4,3,1.9,12.2,11.1,9.2,60.1,60.1
2013,25 Norrbottens län,Norra Norrland,Protected,0,1.2,0.6,3.3,0,10.8,31,38.3,52.5,71.4,321.2,2.93,131.1,0,0.2,0.1,0.6,0,2,5.8,7.2,9.9,13.5,60.6,60.6
2014,01 Stockholms län,Svealand,Protected,0,1,0,0.7,0.6,2.1,0.7,3.7,2.2,2.6,2.6,7.11,92.6,0,6.2,0,4.3,3.7,13,4.3,22.8,13.6,16,16,45.6
2014,03 Uppsala län,Svealand,Protected,0,0.6,0.6,0.1,2.1,3.4,2.9,5.1,5.7,5.4,2.8,6.66,93,0,2.1,2.1,0.3,7.3,11.8,10.1,17.8,19.9,18.8,9.8,28.6
2014,04 Södermanlands län,Svealand,Protected,1.4,0.5,0,0,1.3,0.7,1.5,0.7,0.7,1.8,0,7.72,63.9,15.9,5.7,0,0,14.8,8,17,8,8,20.5,0,28.5
2014,05 Östergötlands län,Svealand,Protected,0,0,0,0,0.6,0.6,3.8,1.8,0,0.6,0.7,7.96,81.7,0,0,0,0,7.4,7.4,46.9,22.2,0,7.4,8.6,16
2014,06 Jönköpings län,Götaland,Protected,0,1.3,1.1,0,1.9,1.7,0.1,1.4,0.3,2.9,1.3,7.15,76,0,10.8,9.2,0,15.8,14.2,0.8,11.7,2.5,24.2,10.8,37.5
2014,07 Kronobergs län,Götaland,Protected,0.6,0.9,1.4,0.6,1.3,1.4,5.1,2.8,0.7,1.4,0,6.36,64,3.8,5.6,8.8,3.7,8.1,8.7,31.9,17.5,4.4,8.8,0,8.8
2014,08 Kalmar län,Götaland,Protected,0.7,1.3,0.6,0.3,1.4,1.2,2.7,3.4,2.6,2.6,0,7.22,73.6,4.1,7.6,3.5,1.8,8.2,7.1,15.9,20,15.3,15.3,0,30.6
2014,09 Gotlands län,Götaland,Protected,0,0,0,1.2,0,1.1,1.2,2.2,1.2,0.7,2,4.17,90.8,0,0,0,12.2,0,11.2,12.2,22.4,12.2,7.1,20.4,20.4
2014,10 Blekinge län,Götaland,Protected,0,0.6,0.8,0.9,3,1.2,4.2,4,2,0.8,0.7,8.34,70.2,0,3.3,4.4,4.9,16.4,6.6,23,21.9,10.9,4.4,3.8,19.1
2014,12 Skåne län,Götaland,Protected,1.4,0,2,0.8,1.2,3,2.6,2.8,3,1.3,0.8,8.24,68.5,7.4,0,10.6,4.2,6.3,15.9,13.8,14.8,15.9,6.9,4.2,27
2014,13 Hallands län,Götaland,Protected,0,0,1.2,0,0.6,0,3.3,1.3,0,2,0.4,8.3,80.3,0,0,13.6,0,6.8,0,37.5,14.8,0,22.7,4.5,27.2
2014,14 Västra Götalands län,Götaland,Protected,0,1.4,0.8,2.1,0.6,5.6,2.8,8.5,7.2,5.3,2.4,7.66,86.5,0,3.8,2.2,5.7,1.6,15.3,7.6,23.2,19.6,14.4,6.5,40.5
2014,17 Värmlands län,Svealand,Protected,0.5,1.8,1.2,1.8,2.1,6.8,2.2,4.4,3.8,4.6,10.5,6.7,91.6,1.3,4.5,3,4.5,5.3,17.2,5.6,11.1,9.6,11.6,26.5,38.1
2014,18 Örebro län,Svealand,Protected,1.2,0,1.2,1,0.9,2.5,3.2,3.4,2.8,6.3,4.3,6.74,92.6,4.4,0,4.4,3.7,3.3,9.3,11.9,12.6,10.4,23.3,15.9,39.2
2014,19 Västmanlands län,Svealand,Protected,0.2,0.5,1.4,1.4,0.8,2.5,1.5,5.8,3,2.8,1.1,6.42,80.8,1,2.4,6.7,6.7,3.8,11.9,7.1,27.6,14.3,13.3,5.2,18.5
2014,20 Dalarnas län,Svealand,Protected,2.3,3.8,3.3,2.7,1.7,5.5,5.3,4.6,9.3,18.5,51.6,4.69,114.5,2.1,3.5,3,2.5,1.6,5.1,4.9,4.2,8.6,17.1,47.6,47.6
2014,21 Gävleborgs län,Södra Norrland,Protected,0,0,3.4,1.6,1.9,2.6,2.8,5.3,6.9,3.1,0.8,6.01,79,0,0,12,5.6,6.7,9.2,9.9,18.7,24.3,10.9,2.8,13.7
2014,22 Västernorrlands län,Södra Norrland,Protected,1.4,0,0,1.1,1.4,1,1.1,3.8,1.1,5.3,10,5.92,108.6,5.3,0,0,4.2,5.3,3.8,4.2,14.4,4.2,20.2,38,58.2
2014,23 Jämtlands län,Södra Norrland,Protected,0,0,1.2,0.7,0,2.5,1.2,3.8,9.7,16.7,95.8,4.23,138.3,0,0,0.9,0.5,0,1.9,0.9,2.9,7.4,12.7,72.8,72.8
2014,24 Västerbottens län,Norra Norrland,Protected,0,1.8,0,1.2,1.9,6.9,2.5,15.3,21,18.6,105.1,3.73,128.9,0,1,0,0.7,1.1,4,1.4,8.8,12,10.7,60.2,60.2
2014,25 Norrbottens län,Norra Norrland,Protected,0,1.2,0.8,2.1,1.9,11,30.4,41.8,51.2,79.3,324.1,2.93,130.8,0,0.2,0.1,0.4,0.3,2,5.6,7.7,9.4,14.6,59.6,59.6
2015,01 Stockholms län,Svealand,Protected,0,0,0,0.6,0.7,2.2,0.6,3.7,2.3,3.9,2.5,7.11,100.6,0,0,0,3.6,4.2,13.3,3.6,22.4,13.9,23.6,15.2,52.7
2015,03 Uppsala län,Svealand,Protected,0,0.6,0.7,0.1,2.1,3.6,3.7,5.9,6.6,4.8,2.5,6.66,91,0,2,2.3,0.3,6.9,11.8,12.1,19.3,21.6,15.7,8.2,23.9
2015,04 Södermanlands län,Svealand,Protected,1.4,0.4,0,0,1.4,2.2,1.6,2.6,0.7,1.8,0.9,7.72,72.7,10.7,3.1,0,0,10.7,16.8,12.2,19.8,5.3,13.7,6.9,25.9
2015,05 Östergötlands län,Svealand,Protected,0,0.1,0,0,0.6,1.3,2.9,2.2,0,0.6,1.3,7.96,83.6,0,1.1,0,0,6.6,14.3,31.9,24.2,0,6.6,14.3,20.9
2015,06 Jönköpings län,Götaland,Protected,0,1.2,1,0,1.3,2.3,0.1,0.6,1,2.8,1.3,7.15,77.9,0,10.3,8.5,0,11.1,19.7,0.9,5.1,8.5,23.9,11.1,43.5
2015,07 Kronobergs län,Götaland,Protected,0,1,1.4,0.6,1.3,1.4,4.3,3.2,0.8,1.4,0,6.36,67.3,0,6.6,9.3,4,8.6,9.3,28.5,21.2,5.3,9.3,0,9.3
2015,08 Kalmar län,Götaland,Protected,0.8,1.4,0.7,0.3,1.3,1.2,2.6,3.3,2.7,2.6,0,7.22,74.5,4.8,8.4,4.2,1.8,7.8,7.2,15.6,19.8,16.2,15.6,0,31.8
2015,09 Gotlands län,Götaland,Protected,0,0,0,1.3,0,1,1.2,2.5,1.4,0.6,2,4.17,91.4,0,0,0,12.9,0,9.9,11.9,24.8,13.9,5.9,19.8,19.8
2015,10 Blekinge län,Götaland,Protected,0,0.6,0.8,1,3,1.3,4.2,4,2,0.8,0.7,8.34,70.3,0,3.3,4.3,5.4,16.3,7.1,22.8,21.7,10.9,4.3,3.8,19
2015,12 Skåne län,Götaland,Protected,2,0,2,0.8,1.4,2.5,3.5,2.7,3.5,1.4,0.8,8.24,68.2,9.8,0,9.8,3.9,6.8,12.2,17.1,13.2,17.1,6.8,3.9,27.8
2015,13 Hallands län,Götaland,Protected,0,0,1.2,0,0.7,0,3.3,1.8,0,2,0.4,8.3,80.4,0,0,12.8,0,7.4,0,35.1,19.1,0,21.3,4.3,25.6
2015,14 Västra Götalands län,Götaland,Protected,0,2,0.9,2,1.7,5.4,3.2,8.2,6.5,5.5,2.3,7.66,83.5,0,5.3,2.4,5.3,4.5,14.4,8.5,21.8,17.3,14.6,6.1,38
2015,17 Värmlands län,Svealand,Protected,0.5,1.8,1.3,1.8,1.1,7.7,2.3,6.1,4.8,4.6,11.4,6.7,93.2,1.2,4.1,3,4.1,2.5,17.7,5.3,14.1,11.1,10.6,26.3,36.9
2015,18 Örebro län,Svealand,Protected,1.1,0,1.2,1,0.8,2.4,3.1,3.4,2.7,6.6,5,6.74,95.9,4,0,4.4,3.7,2.9,8.8,11.4,12.5,9.9,24.2,18.3,42.5
2015,19 Västmanlands län,Svealand,Protected,0.2,0.5,1.4,2.1,0.8,2.5,1.5,5.4,2.8,2.6,1,6.42,77,1,2.4,6.7,10,3.8,11.9,7.1,25.7,13.3,12.4,4.8,17.2
2015,20 Dalarnas län,Svealand,Protected,1.6,2,2,1.7,2.2,4,5.4,4.2,8.4,18.2,51.8,4.69,119.8,1.6,2,2,1.7,2.2,3.9,5.3,4.1,8.3,17.9,51,51
2015,21 Gävleborgs län,Södra Norrland,Protected,0,0,2,3.1,1.9,2,2.7,4.8,6,2.5,1.6,6.01,79.7,0,0,7.5,11.7,7.1,7.5,10.2,18,22.6,9.4,6,15.4
2015,22 Västernorrlands län,Södra Norrland,Protected,2.1,0,0,1.2,1.9,1.2,1.2,4.9,1.9,5.9,11.5,5.92,106.7,6.6,0,0,3.8,6,3.8,3.8,15.5,6,18.6,36.3,54.9
2015,23 Jämtlands län,Södra Norrland,Protected,0,0,1.2,0.7,0,2.5,1.2,3.9,8.6,18.3,94.4,4.23,138.4,0,0,0.9,0.5,0,1.9,0.9,3,6.6,14,72.3,72.3
2015,24 Västerbottens län,Norra Norrland,Protected,0,1.8,0,1.7,1.9,7.1,2.5,12.2,19.7,21.9,106.8,3.73,129.7,0,1,0,1,1.1,4,1.4,6.9,11.2,12.5,60.8,60.8
2015,25 Norrbottens län,Norra Norrland,Protected,0,1.2,0.8,2,1.9,7.1,29.3,43.2,48.3,77.1,319.4,2.93,131.4,0,0.2,0.2,0.4,0.4,1.3,5.5,8.1,9.1,14.5,60.2,60.2
2016,01 Stockholms län,Svealand,Protected,0,0,0,0.6,0.7,2.1,0.7,3.7,2.2,3.2,4.6,7.11,104.7,0,0,0,3.4,3.9,11.7,3.9,20.7,12.3,17.9,25.7,55.9
2016,03 Uppsala län,Svealand,Protected,0,0.6,0.7,0.1,2.2,3,3,6.6,7.9,5.5,3.2,6.66,95.4,0,1.8,2.1,0.3,6.7,9.2,9.2,20.2,24.2,16.9,9.8,26.7
2016,04 Södermanlands län,Svealand,Protected,0.7,0.5,0,0,0.6,2.8,1.5,3.4,0.8,1.9,1,7.72,82.1,5.4,3.9,0,0,4.7,21.7,11.6,26.4,6.2,14.7,7.8,28.7
2016,05 Östergötlands län,Svealand,Protected,0,0.8,0,0,0.5,1.3,2.1,3.6,0,0.7,1.3,7.96,82.7,0,7.8,0,0,4.9,12.7,20.6,35.3,0,6.9,12.7,19.6
2016,06 Jönköpings län,Götaland,Protected,0,0.7,1.1,0,1.3,1.7,0.9,0.6,0.7,2.8,1.4,7.15,83.5,0,6.4,10,0,11.8,15.5,8.2,5.5,6.4,25.5,12.7,44.6
2016,07 Kronobergs län,Götaland,Protected,0,1,1.3,0.6,1.8,1.4,4.3,1.7,0.7,1.4,0,6.36,62.4,0,7,9.2,4.2,12.7,9.9,30.3,12,4.9,9.9,0,9.9
2016,08 Kalmar län,Götaland,Protected,0,1.3,0.6,0,0.9,0.4,1.9,3.2,1.9,1.9,0.7,7.22,80.1,0,9.9,4.6,0,6.9,3.1,14.5,24.4,14.5,14.5,5.3,34.3
2016,09 Gotlands län,Götaland,Protected,0,0,0,0.6,0.7,0.6,1.2,2.9,1.3,0.7,1.2,4.17,89.1,0,0,0,6.5,7.5,6.5,12.9,31.2,14,7.5,12.9,12.9
2016,10 Blekinge län,Götaland,Protected,0,0.7,0.8,0.9,2.9,1.3,3.3,2.7,1.1,0.8,0.6,8.34,65.4,0,4.6,5.3,5.9,19.1,8.6,21.7,17.8,7.2,5.3,3.9,16.4
2016,12 Skåne län,Götaland,Protected,2.5,0,2,0.8,1.4,2.1,3.8,2.8,3.6,0.7,1.4,8.24,67.3,11.8,0,9.5,3.8,6.6,10,18,13.3,17.1,3.3,6.6,27
2016,13 Hallands län,Götaland,Protected,0,0,1.2,0,0.6,0.6,3.3,1.7,0.6,1.6,0,8.3,74.9,0,0,12.4,0,6.2,6.2,34,17.5,6.2,16.5,0,22.7
2016,14 Västra Götalands län,Götaland,Protected,0,1.9,0.8,2,1.6,5.4,3.3,8.2,6.6,4.9,2.3,7.66,82.6,0,5.1,2.2,5.4,4.3,14.5,8.9,22,17.7,13.2,6.2,37.1
2016,17 Värmlands län,Svealand,Protected,1.2,0.9,2.1,1.2,1.2,7.5,3.1,6.2,5.5,4.6,11.5,6.7,92.8,2.7,2,4.7,2.7,2.7,16.6,6.9,13.7,12.2,10.2,25.5,35.7
2016,18 Örebro län,Svealand,Protected,0,1.2,1.2,1,0.8,2.4,1.9,4.5,2.6,4.9,4.8,6.74,94,0,4.7,4.7,4,3.2,9.5,7.5,17.8,10.3,19.4,19,38.4
2016,19 Västmanlands län,Svealand,Protected,0.2,0.5,1.5,2.1,0.8,2.5,1.5,4.9,3.3,2.6,1.1,6.42,78.6,1,2.4,7.2,10,3.8,12,7.2,23.4,15.8,12.4,5.3,17.7
2016,20 Dalarnas län,Svealand,Protected,1.1,0.9,2,1.7,2.2,4,5.3,6.9,10,17.8,49.3,4.69,119.9,1.1,0.9,2,1.7,2.2,3.9,5.2,6.8,9.9,17.6,48.6,48.6
2016,21 Gävleborgs län,Södra Norrland,Protected,0,0,1.4,3,1.9,2,3.3,4.7,4.9,3.9,1.6,6.01,82.2,0,0,5.2,11.2,7.1,7.5,12.3,17.5,18.3,14.6,6,20.6
2016,22 Västernorrlands län,Södra Norrland,Protected,2.7,0,0,1.1,0.5,2.5,1.2,4.9,1.8,4.6,11.4,5.92,103.9,8.8,0,0,3.6,1.6,8.1,3.9,15.9,5.8,14.9,37,51.9
2016,23 Jämtlands län,Södra Norrland,Protected,0,0,1.2,0.7,0,2.4,1.2,2,7.4,17.2,97.5,4.23,139.7,0,0,0.9,0.5,0,1.9,0.9,1.5,5.7,13.3,75.3,75.3
2016,24 Västerbottens län,Norra Norrland,Protected,0,1.9,0,1.7,3.7,7.1,1.9,5.2,19.8,14.9,104.4,3.73,130.3,0,1.2,0,1.1,2.3,4.4,1.2,3.2,12.3,9.3,65,65
2016,25 Norrbottens län,Norra Norrland,Protected,0.7,0,0.7,1.2,4.1,5.9,22.8,48.5,51,77.9,331.1,2.93,132.1,0.1,0,0.1,0.2,0.8,1.1,4.2,8.9,9.4,14.3,60.9,60.9
2017,01 Stockholms län,Svealand,Protected,0,0,0,0.7,0.7,1.6,1.3,3.7,1.7,3.8,4.6,7.11,107.7,0,0,0,3.9,3.9,9,7.3,20.8,9.6,21.3,25.8,56.7
2017,03 Uppsala län,Svealand,Protected,0,0.5,0.6,0.1,1.4,2.9,3,5.9,9.2,5.4,3.2,6.66,97,0,1.5,1.9,0.3,4.3,9,9.3,18.2,28.4,16.7,9.9,26.6
2017,04 Södermanlands län,Svealand,Protected,1.5,0,0,0,0,3.5,1.4,2.6,0.7,0.6,1.5,7.72,75.2,12.7,0,0,0,0,29.7,11.9,22,5.9,5.1,12.7,23.7
2017,05 Östergötlands län,Svealand,Protected,0,0.8,0.7,0,0.6,0.7,2.8,3.5,2.1,0,1.3,7.96,80,0,6.3,5.6,0,4.8,5.6,22.2,27.8,16.7,0,10.3,27
2017,06 Jönköpings län,Götaland,Protected,0,0.7,0.1,0.1,0,2.3,0.8,0.7,0.7,2,1.3,7.15,89.9,0,8.1,1.2,1.2,0,26.7,9.3,8.1,8.1,23.3,15.1,46.5
2017,07 Kronobergs län,Götaland,Protected,0,0.9,1.3,0.6,1.8,2.3,3.1,1.7,0.7,1.3,0,6.36,59.9,0,6.5,9.4,4.3,12.9,16.5,22.3,12.2,5,9.4,0,9.4
2017,08 Kalmar län,Götaland,Protected,0.8,1.4,0.6,0,0.2,0.5,2.6,3.3,1.9,1.9,1.4,7.22,81.7,5.5,9.6,4.1,0,1.4,3.4,17.8,22.6,13,13,9.6,35.6
2017,09 Gotlands län,Götaland,Protected,0,0,0,0.6,0.7,0.7,0.8,2.4,2,0.6,1.6,4.17,94.1,0,0,0,6.4,7.4,7.4,8.5,25.5,21.3,6.4,17,17
