,Year,County,Region,Clear-cut Areal,3-10 years  Areal,11 - 20 years  Areal,21 - 30 years  Areal,31 - 40 years  Areal,41 - 60 years  Areal,61 - 80 years  Areal,81 - 100 years  Areal,101 - 120 years  Areal,121 - 140 years  Areal,141+ years  Areal,Areal (1000 ha) Alla åldersklasser,average age,% old forest 100 120 140,Forest 80-120y.o.,% Forest 80-120y.o.,% Forest 141+ years old,Yearly growth m3 by hectare
154,1992,Gotland,Götaland,4.5,10.2,9.7,7.6,4.9,12.1,13.3,17.8,14.2,10.2,4.0,108.5,67.3,13.1,32.0,29.5,3.7,4.17
155,1992,Blekinge,Götaland,6.3,13.4,21.6,22.8,17.2,44.7,40.1,14.2,4.0,0.5,,184.8,45.5,2.4,18.2,9.8,0.0,8.34
156,1992,Skåne,Götaland,14.9,29.1,40.4,60.2,47.3,82.4,59.7,30.4,10.6,2.7,0.3,378.0,43.9,3.6,41.0,10.8,0.1,8.24
157,1992,Halland,Götaland,6.1,19.8,32.3,30.6,28.3,71.0,62.4,24.5,8.0,1.5,,284.5,47.7,3.3,32.5,11.4,0.0,8.3
158,1992,Västra Götaland,Götaland,55.8,108.4,153.1,136.1,110.9,183.3,257.0,158.5,66.4,20.7,7.3,1257.5,50.2,7.5,224.9,17.9,0.6,7.66
159,1992,Värmland,Svealand,48.4,130.7,184.0,176.6,140.0,138.1,157.5,126.8,78.0,41.3,26.3,1247.7,48.6,5.4,204.8,16.4,2.1,6.7
160,1992,Orebro,Svealand,27.3,67.7,82.5,70.0,47.4,62.8,79.5,67.7,32.7,14.0,3.5,555.1,46.7,3.2,100.4,18.1,0.6,6.74
161,1992,Västmanland,Svealand,14.6,28.1,39.7,39.1,20.9,35.8,50.5,45.2,19.0,4.8,1.0,298.7,49.6,1.9,64.2,21.5,0.3,6.42
162,1992,Dalarna,Svealand,78.4,263.1,260.1,157.4,121.4,122.4,164.4,223.1,204.5,170.4,98.3,1863.5,60.4,5.3,427.6,22.9,5.3,4.69
163,1992,Gävleborg,Södra Norrland,61.8,147.5,170.7,150.7,142.4,162.6,193.6,198.6,129.5,50.7,28.0,1436.1,54.1,5.5,328.1,22.8,1.9,6.01
164,1992,Västernorrland,Södra Norrland,83.7,183.0,221.2,135.2,114.5,129.8,183.4,241.0,205.8,103.3,36.8,1637.7,58.4,8.6,446.8,27.3,2.2,5.92
165,1992,Jämtland,Södra Norrland,114.6,300.0,240.6,160.9,139.5,114.8,211.0,289.2,395.0,324.1,200.6,2490.3,72.4,8.1,684.2,27.5,8.1,4.23
166,1992,Västerbotten,Norra Norrland,108.2,362.0,265.8,193.4,267.3,338.5,312.9,252.6,381.1,313.7,154.9,2950.4,64.8,5.3,633.7,21.5,5.3,3.73
167,1992,Norrbotten,Norra Norrland,96.1,395.4,311.3,277.1,284.5,369.6,352.2,303.6,345.8,256.2,217.5,3209.3,62.9,6.8,649.4,20.2,6.8,2.93
168,1993,Stockholm,Svealand,11.5,25.3,34.7,26.7,21.2,46.4,43.5,42.6,28.7,9.5,2.7,292.8,55.4,14.0,71.3,24.4,0.9,7.11
169,1993,Uppsala,Svealand,19.0,50.5,39.9,45.4,46.1,59.1,86.8,63.2,33.8,8.8,4.6,457.2,52.7,2.9,97.0,21.2,1.0,6.66
170,1993,Södermanland,Svealand,14.8,23.1,34.3,38.7,34.9,58.2,64.5,25.6,14.8,3.2,2.1,314.2,47.8,6.4,40.4,12.9,0.7,7.72
171,1993,Östergötland,Götaland,16.8,63.6,79.6,73.3,60.6,95.7,91.0,61.2,29.5,12.1,3.6,587.0,47.2,7.7,90.7,15.5,0.6,7.96
172,1993,Jönköping,Götaland,30.6,69.4,87.3,86.2,48.2,114.7,160.8,97.8,40.2,6.8,2.3,744.3,50.0,6.6,138.0,18.5,0.3,7.15
173,1993,Kronoberg,Götaland,22.0,47.5,68.3,66.5,44.7,127.6,148.4,70.9,29.7,4.5,1.2,631.3,50.5,0.9,100.6,15.9,0.2,6.36
174,1993,Kalmar,Götaland,35.2,79.0,81.3,66.9,56.0,121.8,137.5,85.7,47.6,11.6,4.2,726.8,50.0,8.7,133.3,18.3,0.6,7.22
175,1993,Gotland,Götaland,3.3,10.2,10.4,7.5,4.5,13.5,14.1,15.8,14.3,9.4,4.6,107.6,67.3,13.0,30.1,28.0,4.3,4.17
176,1993,Blekinge,Götaland,6.3,12.9,20.6,24.2,17.2,44.6,38.8,13.5,3.8,0.5,,182.4,45.2,2.4,17.3,9.5,0.0,8.34
177,1993,Skåne,Götaland,13.5,29.7,39.6,55.3,45.4,85.3,57.4,30.4,10.9,2.0,,369.5,44.0,3.5,41.3,11.2,0.0,8.24
178,1993,Halland,Götaland,7.1,20.1,28.7,30.6,29.6,66.2,59.1,24.9,8.8,2.0,,277.1,48.0,3.9,33.7,12.2,0.0,8.3
179,1993,Västra Götaland,Götaland,56.3,101.3,138.1,139.3,125.2,175.4,246.6,147.7,70.0,22.2,7.4,1229.5,50.4,8.1,217.7,17.7,0.6,7.66
180,1993,Värmland,Svealand,51.6,125.5,197.9,185.0,152.2,149.4,150.4,121.8,76.5,42.0,16.6,1268.9,46.9,4.6,198.3,15.6,1.3,6.7
181,1993,Orebro,Svealand,30.3,66.4,81.3,70.8,51.9,65.8,77.7,64.4,36.7,16.6,2.6,564.5,46.9,3.4,101.1,17.9,0.5,6.74
182,1993,Västmanland,Svealand,13.7,25.1,37.5,38.6,20.2,31.5,57.4,45.9,18.7,4.8,1.3,294.7,51.2,2.1,64.6,21.9,0.4,6.42
183,1993,Dalarna,Svealand,79.7,238.1,284.3,154.9,130.7,124.9,152.8,213.1,212.8,162.7,96.0,1850.0,60.0,5.2,425.9,23.0,5.2,4.69
184,1993,Gävleborg,Södra Norrland,58.3,151.6,182.1,154.2,147.6,170.1,188.8,205.3,127.9,50.5,27.9,1464.3,53.6,5.4,333.2,22.8,1.9,6.01
185,1993,Västernorrland,Södra Norrland,72.5,175.1,226.4,154.8,117.9,135.2,177.9,247.1,217.8,107.0,39.2,1670.9,59.3,8.7,464.9,27.8,2.3,5.92
186,1993,Jämtland,Södra Norrland,120.1,300.8,263.0,173.7,164.2,122.8,206.7,265.7,365.7,297.2,223.4,2503.3,70.6,8.9,631.4,25.2,8.9,4.23
187,1993,Västerbotten,Norra Norrland,109.1,340.1,276.7,198.0,246.4,330.1,315.5,258.9,382.2,302.9,132.5,2892.4,64.3,4.6,641.1,22.2,4.6,3.73
188,1993,Norrbotten,Norra Norrland,93.0,370.5,324.5,265.9,298.2,391.0,363.2,322.3,351.2,258.8,209.0,3247.6,63.2,6.4,673.5,20.7,6.4,2.93
189,1994,Stockholm,Svealand,11.0,23.8,39.0,23.7,23.5,44.9,44.8,47.4,26.5,9.4,3.8,297.8,55.9,13.3,73.9,24.8,1.3,7.11
190,1994,Uppsala,Svealand,19.6,46.9,36.7,49.6,49.4,60.3,78.5,59.8,34.2,7.5,3.5,446.0,51.9,2.5,94.0,21.1,0.8,6.66
191,1994,Södermanland,Svealand,17.0,25.3,34.0,41.3,34.8,57.8,54.9,26.4,14.3,3.5,1.8,311.1,46.3,6.3,40.7,13.1,0.6,7.72
192,1994,Östergötland,Götaland,14.6,61.5,78.6,72.4,70.4,96.9,85.9,63.6,28.2,11.1,3.7,586.9,47.1,7.3,91.8,15.6,0.6,7.96
193,1994,Jönköping,Götaland,27.4,64.9,84.5,82.4,52.0,112.2,168.9,99.1,39.5,11.4,3.1,745.4,51.5,7.2,138.6,18.6,0.4,7.15
194,1994,Kronoberg,Götaland,22.0,50.2,68.0,65.0,55.6,119.2,148.6,65.9,31.0,5.3,1.9,632.7,50.1,1.1,96.9,15.3,0.3,6.36
195,1994,Kalmar,Götaland,33.1,79.2,80.9,68.5,58.3,112.8,131.9,84.1,52.0,9.9,3.6,714.3,50.0,9.2,136.1,19.1,0.5,7.22
196,1994,Gotland,Götaland,4.3,9.0,9.5,7.4,4.7,14.1,14.1,16.8,13.6,8.5,5.6,107.6,67.9,13.1,30.4,28.3,5.2,4.17
197,1994,Blekinge,Götaland,6.4,14.0,23.1,23.5,17.8,40.9,40.7,13.5,5.8,0.5,,186.2,45.5,3.4,19.3,10.4,0.0,8.34
198,1994,Skåne,Götaland,13.2,29.9,37.5,55.5,49.5,79.6,56.3,30.3,11.7,2.0,0.2,365.7,44.1,3.8,42.0,11.5,0.1,8.24
199,1994,Halland,Götaland,6.7,20.1,28.7,31.7,30.2,59.8,60.6,28.4,9.3,2.5,0.2,278.2,48.9,4.3,37.7,13.6,0.1,8.3
200,1994,Västra Götaland,Götaland,59.2,104.5,141.0,145.1,131.0,183.2,242.9,147.2,69.4,25.4,8.1,1257.0,50.0,8.2,216.6,17.2,0.6,7.66
201,1994,Värmland,Svealand,52.1,125.2,200.1,181.2,168.9,151.3,136.4,113.1,79.3,41.2,13.9,1262.7,46.0,4.4,192.4,15.2,1.1,6.7
202,1994,Orebro,Svealand,31.7,67.1,80.9,73.8,54.5,70.2,80.4,60.9,32.5,15.9,2.0,569.9,45.8,3.1,93.4,16.4,0.4,6.74
203,1994,Västmanland,Svealand,13.0,28.2,46.0,39.6,18.5,32.0,56.6,50.3,18.8,3.6,1.3,307.9,50.0,1.6,69.1,22.4,0.4,6.42
204,1994,Dalarna,Svealand,81.5,218.2,290.6,145.1,139.9,115.3,157.2,202.8,211.8,166.0,104.9,1833.3,61.0,5.7,414.6,22.6,5.7,4.69
205,1994,Gävleborg,Södra Norrland,61.6,149.6,184.9,156.0,149.7,163.9,192.7,200.9,113.5,55.9,28.9,1457.6,53.1,5.8,314.4,21.6,2.0,6.01
206,1994,Västernorrland,Södra Norrland,67.8,186.1,237.7,168.7,122.0,133.4,186.8,237.6,209.4,107.6,42.8,1699.9,58.3,8.8,447.0,26.3,2.5,5.92
207,1994,Jämtland,Södra Norrland,103.1,295.1,265.5,174.7,161.9,134.1,189.0,272.5,354.1,289.3,231.5,2470.8,71.0,9.4,626.6,25.4,9.4,4.23
208,1994,Västerbotten,Norra Norrland,114.7,329.6,272.9,199.9,263.5,361.5,335.7,257.8,356.4,284.3,135.4,2911.7,63.4,4.7,614.2,21.1,4.7,3.73
209,1994,Norrbotten,Norra Norrland,88.5,332.6,338.1,270.9,324.4,403.3,378.5,333.5,346.1,264.9,192.4,3273.2,63.1,5.9,679.6,20.8,5.9,2.93
210,1995,Stockholm,Svealand,11.5,20.7,33.9,25.8,23.5,40.2,43.2,43.2,26.0,9.2,3.8,281.0,56.3,13.9,69.2,24.6,1.4,7.11
211,1995,Uppsala,Svealand,17.7,46.2,37.8,48.1,55.8,57.7,78.5,65.9,33.7,7.2,2.0,450.6,52.0,2.0,99.6,22.1,0.4,6.66
212,1995,Södermanland,Svealand,16.3,23.7,33.7,42.7,40.5,63.3,57.5,29.9,11.3,2.6,1.8,323.3,46.2,4.9,41.2,12.7,0.6,7.72
213,1995,Östergötland,Götaland,14.5,62.3,77.5,72.4,76.3,92.5,90.6,68.3,30.4,10.0,3.8,598.6,47.6,7.4,98.7,16.5,0.6,7.96
214,1995,Jönköping,Götaland,27.9,66.7,85.3,90.8,55.2,108.1,160.0,93.5,42.7,9.7,4.0,743.9,50.6,7.6,136.2,18.3,0.5,7.15
215,1995,Kronoberg,Götaland,21.1,56.5,62.8,68.4,63.4,110.7,136.8,63.6,31.7,6.1,1.9,623.0,49.4,1.3,95.3,15.3,0.3,6.36
216,1995,Kalmar,Götaland,33.8,76.7,81.1,73.0,60.9,106.7,122.7,80.4,49.5,9.5,3.8,698.1,49.1,9.0,129.9,18.6,0.5,7.22
217,1995,Gotland,Götaland,5.1,10.0,11.0,10.2,4.5,15.7,15.4,14.9,14.4,7.4,4.8,113.4,63.7,10.8,29.3,25.8,4.2,4.17
218,1995,Blekinge,Götaland,6.1,14.9,23.0,21.7,20.1,38.5,44.0,13.0,4.8,,,186.1,45.1,2.6,17.8,9.6,0.0,8.34
219,1995,Skåne,Götaland,14.4,32.0,40.8,55.2,52.5,75.6,55.8,29.3,12.2,1.8,0.2,369.8,43.3,3.8,41.5,11.2,0.1,8.24
220,1995,Halland,Götaland,6.3,18.7,28.7,30.5,30.6,60.9,64.0,27.7,8.0,1.9,0.2,277.5,48.9,3.6,35.7,12.9,0.1,8.3
221,1995,Västra Götaland,Götaland,60.7,102.7,139.2,140.9,133.2,181.4,229.3,144.6,62.4,25.3,8.9,1228.6,49.5,7.9,207.0,16.8,0.7,7.66
222,1995,Värmland,Svealand,52.8,130.1,197.0,188.6,176.6,161.2,132.2,113.4,79.7,38.7,17.2,1287.5,45.8,4.3,193.1,15.0,1.3,6.7
223,1995,Orebro,Svealand,28.2,62.8,82.9,81.1,57.8,68.5,80.5,63.9,31.4,13.5,2.4,573.0,45.7,2.8,95.3,16.6,0.4,6.74
224,1995,Västmanland,Svealand,11.8,31.3,43.7,40.4,20.6,35.3,50.0,44.9,23.0,3.6,1.9,306.5,49.8,1.8,67.9,22.2,0.6,6.42
225,1995,Dalarna,Svealand,81.6,219.2,303.6,144.9,153.9,131.4,151.0,205.1,219.0,158.3,112.4,1880.4,60.7,6.0,424.1,22.6,6.0,4.69
226,1995,Gävleborg,Södra Norrland,63.3,143.4,195.8,160.5,159.1,173.5,193.0,200.3,115.0,49.0,30.1,1483.0,52.5,5.3,315.3,21.3,2.0,6.01
227,1995,Västernorrland,Södra Norrland,72.2,197.8,224.9,168.9,123.1,140.4,179.2,204.3,201.3,116.9,46.0,1675.0,57.7,9.7,405.6,24.2,2.7,5.92
228,1995,Jämtland,Södra Norrland,115.2,287.0,276.3,165.2,157.5,146.4,184.0,272.7,335.3,277.5,239.9,2457.0,70.5,9.8,608.0,24.7,9.8,4.23
229,1995,Västerbotten,Norra Norrland,123.4,296.8,289.2,208.4,250.9,381.8,338.1,267.4,345.0,299.9,132.4,2933.3,63.6,4.5,612.4,20.9,4.5,3.73
230,1995,Norrbotten,Norra Norrland,90.9,330.9,337.5,252.6,330.6,405.4,393.8,317.6,328.2,268.4,192.4,3248.3,63.0,5.9,645.8,19.9,5.9,2.93
231,1996,Stockholm,Svealand,12.8,23.5,38.1,26.2,25.2,39.8,42.4,39.0,28.4,11.2,7.0,293.6,56.4,15.9,67.4,23.0,2.4,7.11
232,1996,Uppsala,Svealand,17.6,46.5,42.4,47.1,56.2,60.9,71.8,62.9,31.3,7.0,2.4,446.1,50.8,2.1,94.2,21.1,0.5,6.66
233,1996,Södermanland,Svealand,14.8,27.4,37.3,44.1,41.3,62.5,57.3,32.9,10.7,3.0,1.2,332.5,45.6,4.5,43.6,13.1,0.4,7.72
234,1996,Östergötland,Götaland,15.0,54.8,72.2,77.7,76.0,87.6,92.6,69.2,23.9,11.2,4.8,585.0,47.9,6.8,93.1,15.9,0.8,7.96
235,1996,Jönköping,Götaland,30.7,68.9,76.6,86.7,62.0,102.4,163.4,94.1,44.7,9.6,4.0,743.1,51.0,7.8,138.8,18.7,0.5,7.15
236,1996,Kronoberg,Götaland,20.7,55.1,57.0,67.5,58.0,102.4,137.0,67.3,37.6,8.4,2.6,613.6,51.3,1.8,104.9,17.1,0.4,6.36
237,1996,Kalmar,Götaland,28.3,66.7,84.5,72.4,65.3,97.8,126.8,72.8,60.8,8.3,5.2,688.9,50.7,10.8,133.6,19.4,0.8,7.22
238,1996,Gotland,Götaland,5.1,7.0,12.7,10.1,3.3,16.5,17.2,16.5,12.8,6.7,4.6,112.5,63.9,4.1,29.3,26.0,4.1,4.17
239,1996,Blekinge,Götaland,5.9,13.6,20.7,22.5,18.5,36.7,49.2,16.3,5.9,1.4,0.4,191.1,48.5,4.0,22.2,11.6,0.2,8.34
240,1996,Skåne,Götaland,13.4,30.2,36.7,47.3,58.0,79.4,58.6,29.8,11.8,2.5,0.2,367.9,44.6,3.9,41.6,11.3,0.1,8.24
241,1996,Halland,Götaland,7.1,18.8,30.6,28.3,29.9,63.6,63.0,28.6,7.3,2.1,0.6,279.9,48.9,3.6,35.9,12.8,0.2,8.3
242,1996,Västra Götaland,Götaland,57.2,107.0,140.4,143.8,139.9,182.9,225.4,137.2,61.6,28.6,6.6,1230.6,49.0,7.9,198.8,16.2,0.5,7.66
243,1996,Värmland,Svealand,53.2,119.1,187.4,189.6,181.1,170.3,138.2,119.4,78.3,38.1,17.4,1292.1,46.6,4.3,197.7,15.3,1.3,6.7
244,1996,Orebro,Svealand,27.5,56.6,84.0,77.3,66.7,70.2,81.3,61.7,31.6,11.5,1.5,569.9,45.6,2.3,93.3,16.4,0.3,6.74
245,1996,Västmanland,Svealand,12.8,32.5,39.3,41.4,21.5,37.3,56.4,37.0,24.6,5.4,2.2,310.4,50.2,2.4,61.6,19.8,0.7,6.42
246,1996,Dalarna,Svealand,66.0,201.7,301.6,172.6,156.2,146.0,147.9,201.7,207.8,153.8,112.2,1867.5,60.5,6.0,409.5,21.9,6.0,4.69
247,1996,Gävleborg,Södra Norrland,60.2,143.2,194.6,155.8,153.6,164.8,184.4,196.9,112.5,62.1,30.2,1458.3,53.3,6.3,309.4,21.2,2.1,6.01
248,1996,Västernorrland,Södra Norrland,79.3,186.7,201.3,167.3,130.2,136.5,167.6,180.2,202.4,116.4,50.0,1617.9,58.1,10.3,382.6,23.6,3.1,5.92
249,1996,Jämtland,Södra Norrland,117.1,263.4,280.8,174.9,155.2,169.7,186.0,280.8,324.8,280.4,226.7,2459.8,70.0,9.2,605.6,24.6,9.2,4.23
250,1996,Västerbotten,Norra Norrland,126.2,286.4,319.4,216.3,245.3,376.5,345.8,294.6,314.2,284.8,141.1,2950.6,62.9,4.8,608.8,20.6,4.8,3.73
251,1996,Norrbotten,Norra Norrland,107.5,279.3,366.7,275.7,334.6,431.2,428.4,321.3,310.5,276.7,199.8,3331.7,62.9,6.0,631.8,19.0,6.0,2.93
252,1997,Stockholm,Svealand,10.7,23.1,33.9,20.6,25.4,39.7,45.3,40.8,20.6,9.5,6.3,275.9,56.1,13.2,61.4,22.3,2.3,7.11
253,1997,Uppsala,Svealand,18.5,49.3,43.5,49.4,50.2,63.0,71.6,66.1,33.5,6.5,2.0,453.6,50.8,1.9,99.6,22.0,0.4,6.66
254,1997,Södermanland,Svealand,13.2,29.6,36.5,42.5,46.3,61.0,58.2,32.8,7.8,2.8,2.9,333.6,45.5,4.0,40.6,12.2,0.9,7.72
255,1997,Östergötland,Götaland,17.2,59.6,82.8,81.6,84.9,79.5,94.3,68.6,29.3,13.7,5.7,617.2,47.6,7.9,97.9,15.9,0.9,7.96
256,1997,Jönköping,Götaland,29.4,65.3,71.4,85.4,60.5,94.7,150.2,95.9,47.1,11.9,4.6,716.4,52.0,8.9,143.0,20.0,0.6,7.15
257,1997,Kronoberg,Götaland,20.2,61.3,59.6,69.3,72.7,109.9,128.3,67.4,33.4,8.7,2.7,633.5,49.6,1.8,100.8,15.9,0.4,6.36
258,1997,Kalmar,Götaland,26.1,63.2,84.6,70.3,66.3,93.9,119.2,71.3,63.3,9.4,3.6,671.2,51.0,11.4,134.6,20.1,0.5,7.22
259,1997,Gotland,Götaland,6.8,5.9,12.2,9.5,5.0,15.1,17.2,16.9,13.2,7.8,6.1,115.7,65.9,5.3,30.1,26.0,5.3,4.17
260,1997,Blekinge,Götaland,5.1,13.7,21.0,23.6,18.4,36.5,48.9,15.3,7.3,1.4,0.4,191.6,48.7,4.7,22.6,11.8,0.2,8.34
261,1997,Skåne,Götaland,12.2,28.9,30.6,42.9,55.4,80.2,53.0,28.3,11.4,4.6,0.2,347.7,45.5,4.7,39.7,11.4,0.1,8.24
262,1997,Halland,Götaland,7.7,19.7,29.1,30.4,29.2,61.3,64.3,30.2,7.7,2.0,0.8,282.4,49.2,3.7,37.9,13.4,0.3,8.3
263,1997,Västra Götaland,Götaland,51.7,104.3,157.1,141.4,137.4,184.3,217.5,136.9,63.5,28.0,7.0,1229.1,48.9,8.0,200.4,16.3,0.6,7.66
264,1997,Värmland,Svealand,59.1,117.8,185.7,180.7,190.0,177.9,126.7,118.7,75.5,49.6,20.5,1302.2,47.2,5.4,194.2,14.9,1.6,6.7
265,1997,Orebro,Svealand,21.6,53.7,75.1,85.5,69.3,73.4,87.4,58.5,35.4,15.2,2.2,577.3,47.5,3.0,93.9,16.3,0.4,6.74
266,1997,Västmanland,Svealand,14.9,31.9,32.2,36.5,19.0,38.9,55.5,36.4,21.4,6.4,1.5,294.6,50.5,2.7,57.8,19.6,0.5,6.42
267,1997,Dalarna,Svealand,71.4,181.7,297.2,179.9,154.5,161.0,152.8,200.3,222.7,158.9,119.8,1900.2,61.9,6.3,423.0,22.3,6.3,4.69
268,1997,Gävleborg,Södra Norrland,60.0,135.9,189.2,164.6,154.8,169.5,180.5,201.5,129.9,61.3,31.8,1479.0,54.3,6.3,331.4,22.4,2.2,6.01
269,1997,Västernorrland,Södra Norrland,75.7,189.2,215.8,180.1,121.4,145.8,161.5,184.4,193.9,124.2,53.4,1645.4,57.9,10.8,378.3,23.0,3.2,5.92
270,1997,Jämtland,Södra Norrland,131.4,258.3,310.8,196.1,151.6,184.7,175.5,267.3,298.7,273.6,246.6,2494.6,68.6,9.9,566.0,22.7,9.9,4.23
271,1997,Västerbotten,Norra Norrland,131.4,290.1,344.2,219.9,249.0,402.9,360.3,302.8,307.0,275.9,143.4,3026.9,62.0,4.7,609.8,20.1,4.7,3.73
272,1997,Norrbotten,Norra Norrland,106.9,257.1,378.6,299.6,354.2,443.9,423.2,293.7,276.4,281.8,208.7,3324.1,62.3,6.3,570.1,17.2,6.3,2.93
273,1998,Stockholm,Svealand,11.7,21.9,34.5,24.0,22.8,33.5,40.1,32.5,19.0,10.5,7.1,257.6,54.9,14.2,51.5,20.0,2.8,7.11
274,1998,Uppsala,Svealand,15.5,45.6,47.6,44.5,52.8,68.2,71.5,65.6,30.5,6.8,2.0,450.6,50.9,2.0,96.1,21.3,0.4,6.66
275,1998,Södermanland,Svealand,13.2,30.0,37.3,45.7,52.1,67.1,56.3,33.3,4.8,2.8,2.3,344.9,44.3,2.9,38.1,11.0,0.7,7.72
276,1998,Östergötland,Götaland,16.9,55.5,81.7,78.2,87.9,73.8,91.5,69.5,28.9,12.4,7.3,603.6,48.1,8.1,98.4,16.3,1.2,7.96
277,1998,Jönköping,Götaland,27.1,68.3,65.7,83.2,66.9,90.0,145.9,86.5,46.8,13.4,6.2,700.0,52.0,9.5,133.3,19.0,0.9,7.15
278,1998,Kronoberg,Götaland,22.2,62.0,55.3,72.7,83.0,107.4,126.1,67.7,32.1,8.7,2.1,639.3,49.0,1.7,99.8,15.6,0.3,6.36
279,1998,Kalmar,Götaland,24.7,59.3,88.1,69.4,68.3,101.6,124.3,75.7,61.7,10.0,5.0,688.1,51.7,11.1,137.4,20.0,0.7,7.22
280,1998,Gotland,Götaland,6.1,4.2,13.3,11.0,5.6,13.8,15.0,15.1,11.8,11.4,6.8,114.1,67.7,6.0,26.9,23.6,6.0,4.17
281,1998,Blekinge,Götaland,4.1,12.5,21.0,21.0,20.0,37.2,52.7,15.6,7.6,1.4,0.4,193.5,50.0,4.9,23.2,12.0,0.2,8.34
282,1998,Skåne,Götaland,13.1,27.5,26.5,40.4,55.6,81.7,53.9,28.6,11.6,5.6,0.6,345.1,46.6,5.2,40.2,11.6,0.2,8.24
283,1998,Halland,Götaland,6.6,21.9,28.8,31.0,28.1,59.2,64.1,30.7,7.5,1.6,0.8,280.3,48.9,3.5,38.2,13.6,0.3,8.3
